Tiempo,Demanda,Solar_Gen,Eolica_Gen,Hora,Dia_Semana,Temperatura,Radiacion_Solar,Velocidad_Viento
2021-06-16 03:00:00,857.62,0.0,500.0,3,2,26.44,0.0,12.99
2021-06-16 04:00:00,712.32,0.0,360.44,4,2,24.26,0.0,10.76
2021-06-16 05:00:00,908.19,0.0,242.6,5,2,25.79,0.0,9.43
2021-06-16 06:00:00,1260.85,0.0,399.49,6,2,24.64,0.0,11.14
2021-06-16 07:00:00,1656.17,233.99,108.68,7,2,26.55,292.49,7.22
2021-06-16 08:00:00,2050.35,388.11,500.0,8,2,25.73,485.14,12.15
2021-06-16 09:00:00,2246.96,575.15,234.83,9,2,26.98,718.94,9.33
2021-06-16 10:00:00,2051.9,654.84,264.12,10,2,27.71,818.55,9.7
2021-06-16 11:00:00,1982.6,793.39,133.65,11,2,29.02,991.73,7.73
2021-06-16 12:00:00,1841.77,769.42,98.79,12,2,29.76,961.77,6.99
2021-06-16 13:00:00,1661.96,751.33,149.99,13,2,28.67,939.16,8.03
2021-06-16 14:00:00,1574.79,711.0,70.26,14,2,31.99,888.75,6.24
2021-06-16 15:00:00,1386.72,589.68,32.11,15,2,30.84,737.09,4.81
2021-06-16 16:00:00,1567.15,465.89,55.57,16,2,30.25,582.36,5.77
2021-06-16 17:00:00,1824.11,146.09,41.48,17,2,29.71,182.62,5.23
2021-06-16 18:00:00,2070.94,66.21,10.0,18,2,31.55,82.77,3.26
2021-06-16 19:00:00,2312.32,0.0,117.36,19,2,29.78,0.0,7.4
2021-06-16 20:00:00,2601.94,0.0,53.44,20,2,30.54,0.0,5.69
2021-06-16 21:00:00,2841.73,0.0,75.07,21,2,29.43,0.0,6.38
2021-06-16 22:00:00,2551.1,0.0,312.28,22,2,27.78,0.0,10.26
2021-06-16 23:00:00,2000.38,0.0,240.36,23,2,25.97,0.0,9.4
2021-06-17 00:00:00,1505.59,0.0,101.58,0,3,27.36,0.0,7.05
2021-06-17 01:00:00,1128.5,0.0,269.24,1,3,25.41,0.0,9.76
2021-06-17 02:00:00,972.56,0.0,500.0,2,3,25.64,0.0,13.52
2021-06-17 03:00:00,857.57,0.0,500.0,3,3,24.12,0.0,13.0
2021-06-17 04:00:00,707.54,0.0,419.6,4,3,25.59,0.0,11.32
2021-06-17 05:00:00,922.13,0.0,320.71,5,3,25.65,0.0,10.35
2021-06-17 06:00:00,1238.23,33.47,286.36,6,3,24.0,41.83,9.97
2021-06-17 07:00:00,1649.58,262.97,233.15,7,3,26.31,328.71,9.31
2021-06-17 08:00:00,2131.77,366.76,63.71,8,3,26.8,458.46,6.04
2021-06-17 09:00:00,2286.95,606.52,189.5,9,3,27.6,758.14,8.68
2021-06-17 10:00:00,2152.5,675.0,49.27,10,3,27.13,843.76,5.54
2021-06-17 11:00:00,1983.14,724.41,20.97,11,3,29.09,905.52,4.17
2021-06-17 12:00:00,1835.5,828.65,63.38,12,3,31.16,1035.82,6.03
2021-06-17 13:00:00,1645.7,808.07,45.66,13,3,29.58,1010.08,5.4
2021-06-17 14:00:00,1502.24,681.1,142.45,14,3,30.62,851.38,7.9
2021-06-17 15:00:00,1379.71,553.95,79.33,15,3,29.69,692.44,6.5
2021-06-17 16:00:00,1543.39,375.36,0.0,16,3,31.07,469.2,2.42
2021-06-17 17:00:00,1781.76,166.33,72.7,17,3,31.0,207.92,6.31
2021-06-17 18:00:00,2088.95,6.89,10.2,18,3,31.38,8.61,3.28
2021-06-17 19:00:00,2450.97,0.0,128.61,19,3,29.64,0.0,7.63
2021-06-17 20:00:00,2706.82,0.0,206.22,20,3,30.89,0.0,8.93
2021-06-17 21:00:00,2794.27,0.0,147.09,21,3,29.25,0.0,7.98
2021-06-17 22:00:00,2446.69,0.0,135.62,22,3,27.04,0.0,7.77
2021-06-17 23:00:00,1979.28,0.0,209.86,23,3,26.89,0.0,8.98
2021-06-18 00:00:00,1566.58,0.0,435.58,0,4,26.79,0.0,11.46
2021-06-18 01:00:00,1113.78,0.0,433.12,1,4,26.16,0.0,11.44
2021-06-18 02:00:00,1005.24,0.0,445.03,2,4,24.15,0.0,11.54
2021-06-18 03:00:00,862.32,0.0,231.2,3,4,25.2,0.0,9.28
2021-06-18 04:00:00,705.66,0.0,428.9,4,4,24.56,0.0,11.4
2021-06-18 05:00:00,890.75,0.0,157.27,5,4,24.0,0.0,8.16
2021-06-18 06:00:00,1270.56,0.0,500.0,6,4,26.04,0.0,12.92
2021-06-18 07:00:00,1665.73,229.68,219.17,7,4,26.98,287.11,9.12
2021-06-18 08:00:00,2142.31,325.94,439.7,8,4,27.2,407.43,11.5
2021-06-18 09:00:00,2237.99,629.9,123.63,9,4,27.36,787.38,7.53
2021-06-18 10:00:00,2093.31,690.44,64.34,10,4,25.76,863.05,6.06
2021-06-18 11:00:00,1951.0,844.58,43.35,11,4,29.74,1055.73,5.31
2021-06-18 12:00:00,1813.69,791.58,218.97,12,4,29.54,989.48,9.11
2021-06-18 13:00:00,1697.1,819.73,105.27,13,4,29.55,1024.66,7.14
2021-06-18 14:00:00,1524.45,727.7,25.93,14,4,30.65,909.62,4.47
2021-06-18 15:00:00,1390.0,521.45,97.78,15,4,34.29,651.81,6.97
2021-06-18 16:00:00,1524.08,367.65,13.3,16,4,30.33,459.56,3.58
2021-06-18 17:00:00,1844.24,285.75,20.74,17,4,30.95,357.18,4.15
2021-06-18 18:00:00,2048.23,39.24,63.31,18,4,31.05,49.05,6.03
2021-06-18 19:00:00,2402.27,0.0,92.96,19,4,31.92,0.0,6.85
2021-06-18 20:00:00,2582.29,0.0,14.15,20,4,30.33,0.0,3.66
2021-06-18 21:00:00,2767.09,0.0,187.37,21,4,28.79,0.0,8.65
2021-06-18 22:00:00,2595.19,0.0,271.08,22,4,27.62,0.0,9.78
2021-06-18 23:00:00,1907.48,0.0,153.21,23,4,28.02,0.0,8.09
2021-06-19 00:00:00,1543.78,0.0,127.79,0,5,26.12,0.0,7.62
2021-06-19 01:00:00,1140.9,0.0,247.32,1,5,28.28,0.0,9.49
2021-06-19 02:00:00,955.57,0.0,354.36,2,5,25.36,0.0,10.7
2021-06-19 03:00:00,831.93,0.0,500.0,3,5,25.63,0.0,13.37
2021-06-19 04:00:00,686.44,0.0,446.02,4,5,24.0,0.0,11.55
2021-06-19 05:00:00,896.53,0.0,390.87,5,5,26.16,0.0,11.05
2021-06-19 06:00:00,1289.29,29.26,404.83,6,5,25.87,36.57,11.18
2021-06-19 07:00:00,1681.69,247.65,278.56,7,5,26.84,309.56,9.87
2021-06-19 08:00:00,2078.41,391.23,374.64,8,5,26.31,489.03,10.9
2021-06-19 09:00:00,2269.65,589.79,177.24,9,5,26.78,737.23,8.49
2021-06-19 10:00:00,2051.71,718.21,219.35,10,5,30.21,897.76,9.12
2021-06-19 11:00:00,1981.63,808.63,92.77,11,5,26.74,1010.78,6.84
2021-06-19 12:00:00,1779.72,739.39,64.34,12,5,27.73,924.24,6.06
2021-06-19 13:00:00,1724.68,859.37,74.18,13,5,29.98,1074.21,6.35
2021-06-19 14:00:00,1512.78,701.26,18.78,14,5,30.34,876.57,4.02
2021-06-19 15:00:00,1399.35,479.11,174.4,15,5,30.32,598.89,8.45
2021-06-19 16:00:00,1518.68,345.9,8.92,16,5,30.15,432.37,3.14
2021-06-19 17:00:00,1805.11,215.1,20.81,17,5,31.32,268.88,4.16
2021-06-19 18:00:00,2133.95,1.35,83.73,18,5,30.94,1.68,6.61
2021-06-19 19:00:00,2365.27,0.0,19.91,19,5,29.23,0.0,4.1
2021-06-19 20:00:00,2655.79,0.0,196.74,20,5,28.67,0.0,8.79
2021-06-19 21:00:00,2726.47,0.0,25.34,21,5,27.86,0.0,4.44
2021-06-19 22:00:00,2467.11,0.0,77.5,22,5,30.12,0.0,6.45
2021-06-19 23:00:00,1937.98,0.0,289.92,23,5,27.52,0.0,10.01
2021-06-20 00:00:00,1563.31,0.0,164.8,0,6,25.92,0.0,8.29
2021-06-20 01:00:00,1144.15,0.0,157.99,1,6,25.98,0.0,8.17
2021-06-20 02:00:00,976.28,0.0,335.73,2,6,26.29,0.0,10.51
2021-06-20 03:00:00,840.42,0.0,200.79,3,6,25.09,0.0,8.85
2021-06-20 04:00:00,694.08,0.0,319.52,4,6,25.16,0.0,10.34
2021-06-20 05:00:00,915.68,0.0,423.59,5,6,24.93,0.0,11.35
2021-06-20 06:00:00,1259.92,0.0,487.36,6,6,25.72,0.0,11.9
2021-06-20 07:00:00,1720.98,233.71,335.52,7,6,25.41,292.14,10.51
2021-06-20 08:00:00,2046.44,389.88,69.02,8,6,25.97,487.35,6.2
2021-06-20 09:00:00,2285.61,546.82,162.21,9,6,28.99,683.53,8.25
2021-06-20 10:00:00,2058.28,724.38,140.67,10,6,27.95,905.48,7.86
2021-06-20 11:00:00,1956.5,822.11,90.91,11,6,30.17,1027.64,6.8
2021-06-20 12:00:00,1831.8,750.4,130.26,12,6,28.46,938.0,7.66
2021-06-20 13:00:00,1700.62,737.74,54.51,13,6,31.86,922.17,5.73
2021-06-20 14:00:00,1547.41,690.57,47.21,14,6,30.52,863.21,5.46
2021-06-20 15:00:00,1408.97,569.38,34.05,15,6,29.61,711.72,4.9
2021-06-20 16:00:00,1572.59,398.91,24.36,16,6,31.42,498.64,4.38
2021-06-20 17:00:00,1766.74,149.05,27.65,17,6,31.77,186.31,4.57
2021-06-20 18:00:00,2159.79,0.0,43.52,18,6,32.32,0.0,5.32
2021-06-20 19:00:00,2308.91,0.0,20.47,19,6,31.55,0.0,4.14
2021-06-20 20:00:00,2718.51,0.0,137.21,20,6,28.53,0.0,7.8
2021-06-20 21:00:00,2776.52,0.0,98.24,21,6,28.49,0.0,6.98
2021-06-20 22:00:00,2449.52,0.0,187.23,22,6,28.3,0.0,8.65
2021-06-20 23:00:00,1905.86,0.0,128.54,23,6,27.11,0.0,7.63
2021-06-21 00:00:00,1529.61,0.0,410.01,0,0,24.63,0.0,11.23
2021-06-21 01:00:00,1112.66,0.0,221.0,1,0,26.63,0.0,9.14
2021-06-21 02:00:00,952.23,0.0,395.22,2,0,25.86,0.0,11.1
2021-06-21 03:00:00,815.81,0.0,328.31,3,0,26.2,0.0,10.43
2021-06-21 04:00:00,686.1,0.0,255.28,4,0,25.93,0.0,9.59
2021-06-21 05:00:00,873.68,0.0,406.66,5,0,24.62,0.0,11.2
2021-06-21 06:00:00,1223.14,0.0,475.92,6,0,24.72,0.0,11.8
2021-06-21 07:00:00,1703.66,223.69,189.14,7,0,26.24,279.61,8.68
2021-06-21 08:00:00,2079.44,404.53,247.82,8,0,25.2,505.66,9.5
2021-06-21 09:00:00,2173.55,567.47,149.23,9,0,28.16,709.34,8.02
2021-06-21 10:00:00,2041.43,761.37,48.79,10,0,28.31,951.71,5.52
2021-06-21 11:00:00,1989.18,729.56,113.81,11,0,28.49,911.95,7.33
2021-06-21 12:00:00,1854.49,852.19,110.63,12,0,28.25,1065.24,7.26
2021-06-21 13:00:00,1655.87,744.83,79.22,13,0,30.63,931.04,6.49
2021-06-21 14:00:00,1534.61,662.54,103.55,14,0,31.86,828.17,7.1
2021-06-21 15:00:00,1420.5,583.18,40.88,15,0,30.22,728.98,5.21
2021-06-21 16:00:00,1523.98,373.93,0.0,16,0,31.86,467.41,2.55
2021-06-21 17:00:00,1793.9,162.91,53.07,17,0,30.33,203.64,5.68
2021-06-21 18:00:00,2124.74,13.67,38.01,18,0,31.83,17.08,5.08
2021-06-21 19:00:00,2407.76,0.0,117.08,19,0,29.29,0.0,7.4
2021-06-21 20:00:00,2634.37,0.0,316.91,20,0,30.22,0.0,10.31
2021-06-21 21:00:00,2863.55,0.0,117.84,21,0,29.36,0.0,7.41
2021-06-21 22:00:00,2471.74,0.0,140.68,22,0,28.61,0.0,7.86
2021-06-21 23:00:00,1940.52,0.0,153.17,23,0,26.36,0.0,8.09
2021-06-22 00:00:00,1556.28,0.0,219.64,0,1,26.76,0.0,9.12
2021-06-22 01:00:00,1129.04,0.0,352.19,1,1,26.81,0.0,10.68
2021-06-22 02:00:00,989.23,0.0,308.26,2,1,24.76,0.0,10.21
2021-06-22 03:00:00,841.74,0.0,258.76,3,1,25.47,0.0,9.63
2021-06-22 04:00:00,690.43,0.0,168.7,4,1,26.54,0.0,8.35
2021-06-22 05:00:00,879.02,0.0,209.72,5,1,24.99,0.0,8.98
2021-06-22 06:00:00,1242.14,0.0,477.53,6,1,25.73,0.0,11.82
2021-06-22 07:00:00,1629.72,191.55,281.69,7,1,26.09,239.43,9.91
2021-06-22 08:00:00,2130.85,354.95,386.05,8,1,26.05,443.69,11.01
2021-06-22 09:00:00,2298.59,606.86,253.88,9,1,27.25,758.58,9.57
2021-06-22 10:00:00,2128.56,684.12,243.51,10,1,27.17,855.14,9.44
2021-06-22 11:00:00,1963.63,779.44,255.36,11,1,28.56,974.3,9.59
2021-06-22 12:00:00,1857.9,848.1,7.97,12,1,27.09,1060.12,3.02
2021-06-22 13:00:00,1700.31,747.17,105.25,13,1,31.54,933.96,7.14
2021-06-22 14:00:00,1568.28,831.85,25.0,14,1,29.94,1039.81,4.42
2021-06-22 15:00:00,1368.17,537.54,64.81,15,1,30.05,671.93,6.07
2021-06-22 16:00:00,1526.21,364.71,19.88,16,1,31.93,455.89,4.1
2021-06-22 17:00:00,1842.26,213.1,52.54,17,1,31.88,266.38,5.66
2021-06-22 18:00:00,2158.76,0.0,107.61,18,1,30.35,0.0,7.19
2021-06-22 19:00:00,2447.87,0.0,25.47,19,1,30.01,0.0,4.45
2021-06-22 20:00:00,2681.05,0.0,72.12,20,1,27.77,0.0,6.29
2021-06-22 21:00:00,2847.73,0.0,156.99,21,1,28.35,0.0,8.16
2021-06-22 22:00:00,2509.02,0.0,105.45,22,1,28.41,0.0,7.14
2021-06-22 23:00:00,1922.05,0.0,312.23,23,1,28.07,0.0,10.26
2021-06-23 00:00:00,1539.68,0.0,71.4,0,2,24.63,0.0,6.27
2021-06-23 01:00:00,1087.86,0.0,278.09,1,2,24.98,0.0,9.87
2021-06-23 02:00:00,994.52,0.0,500.0,2,2,24.0,0.0,12.55
2021-06-23 03:00:00,820.23,0.0,370.22,3,2,24.59,0.0,10.86
2021-06-23 04:00:00,684.19,0.0,500.0,4,2,25.12,0.0,14.66
2021-06-23 05:00:00,919.57,0.0,500.0,5,2,24.31,0.0,12.69
2021-06-23 06:00:00,1291.83,10.06,181.99,6,2,25.99,12.58,8.57
2021-06-23 07:00:00,1688.73,175.07,269.17,7,2,27.92,218.84,9.76
2021-06-23 08:00:00,2087.49,341.28,365.42,8,2,27.42,426.6,10.81
2021-06-23 09:00:00,2245.31,548.19,146.41,9,2,26.38,685.24,7.97
2021-06-23 10:00:00,2053.73,734.75,286.79,10,2,27.95,918.44,9.97
2021-06-23 11:00:00,1916.49,742.13,63.88,11,2,28.21,927.67,6.04
2021-06-23 12:00:00,1868.85,823.3,127.39,12,2,30.19,1029.13,7.61
2021-06-23 13:00:00,1697.66,757.83,34.48,13,2,29.01,947.28,4.92
2021-06-23 14:00:00,1550.34,669.72,150.33,14,2,31.48,837.15,8.04
2021-06-23 15:00:00,1370.63,563.98,17.04,15,2,31.69,704.97,3.89
2021-06-23 16:00:00,1553.17,352.77,44.47,16,2,31.08,440.96,5.36
2021-06-23 17:00:00,1835.63,223.83,33.43,17,2,30.54,279.79,4.87
2021-06-23 18:00:00,2117.53,0.0,76.09,18,2,30.28,0.0,6.41
2021-06-23 19:00:00,2341.52,0.0,108.88,19,2,30.5,0.0,7.22
2021-06-23 20:00:00,2687.8,0.0,101.43,20,2,29.76,0.0,7.05
2021-06-23 21:00:00,2795.52,0.0,85.63,21,2,27.7,0.0,6.66
2021-06-23 22:00:00,2584.64,0.0,54.86,22,2,26.54,0.0,5.74
2021-06-23 23:00:00,1998.91,0.0,106.96,23,2,27.51,0.0,7.18
2021-06-24 00:00:00,1547.63,0.0,258.33,0,3,27.92,0.0,9.63
2021-06-24 01:00:00,1136.08,0.0,500.0,1,3,26.28,0.0,12.06
2021-06-24 02:00:00,958.94,0.0,276.75,2,3,24.77,0.0,9.85
2021-06-24 03:00:00,856.49,0.0,167.06,3,3,26.6,0.0,8.33
2021-06-24 04:00:00,696.95,0.0,121.85,4,3,26.43,0.0,7.5
2021-06-24 05:00:00,871.09,0.0,371.86,5,3,24.0,0.0,10.87
2021-06-24 06:00:00,1240.25,0.0,500.0,6,3,25.58,0.0,12.48
2021-06-24 07:00:00,1689.91,269.06,387.52,7,3,25.68,336.32,11.02
2021-06-24 08:00:00,2114.84,357.78,109.88,8,3,25.48,447.22,7.24
2021-06-24 09:00:00,2306.81,639.4,420.02,9,3,28.61,799.24,11.32
2021-06-24 10:00:00,2068.61,626.31,208.8,10,3,28.12,782.89,8.97
2021-06-24 11:00:00,1913.09,772.3,364.57,11,3,27.36,965.37,10.8
2021-06-24 12:00:00,1867.05,770.46,31.52,12,3,28.69,963.08,4.78
2021-06-24 13:00:00,1676.19,787.97,127.73,13,3,29.79,984.96,7.61
2021-06-24 14:00:00,1580.2,686.03,15.37,14,3,30.59,857.54,3.76
2021-06-24 15:00:00,1420.74,527.36,0.0,15,3,31.56,659.2,2.7
2021-06-24 16:00:00,1553.75,452.25,40.01,16,3,31.14,565.31,5.17
2021-06-24 17:00:00,1867.49,210.89,89.53,17,3,30.66,263.61,6.76
2021-06-24 18:00:00,2059.61,0.0,72.93,18,3,29.27,0.0,6.32
2021-06-24 19:00:00,2365.76,0.0,54.23,19,3,30.75,0.0,5.72
2021-06-24 20:00:00,2686.9,0.0,131.42,20,3,31.09,0.0,7.69
2021-06-24 21:00:00,2738.68,0.0,109.99,21,3,29.4,0.0,7.24
2021-06-24 22:00:00,2517.23,0.0,155.86,22,3,28.45,0.0,8.14
2021-06-24 23:00:00,1939.05,0.0,283.15,23,3,27.29,0.0,9.93
2021-06-25 00:00:00,1518.54,0.0,197.07,0,4,25.55,0.0,8.8
2021-06-25 01:00:00,1133.62,0.0,218.7,1,4,26.12,0.0,9.11
2021-06-25 02:00:00,1003.02,0.0,198.03,2,4,25.59,0.0,8.81
2021-06-25 03:00:00,860.69,0.0,421.04,3,4,24.94,0.0,11.33
2021-06-25 04:00:00,720.0,0.0,260.83,4,4,24.28,0.0,9.66
2021-06-25 05:00:00,921.74,0.0,227.88,5,4,25.12,0.0,9.23
2021-06-25 06:00:00,1247.15,0.0,277.32,6,4,26.43,0.0,9.86
2021-06-25 07:00:00,1685.44,241.02,327.11,7,4,25.83,301.28,10.42
2021-06-25 08:00:00,2080.55,383.25,500.0,8,4,24.61,479.06,12.99
2021-06-25 09:00:00,2272.28,540.41,125.74,9,4,26.05,675.51,7.57
2021-06-25 10:00:00,2116.34,738.48,128.06,10,4,28.46,923.1,7.62
2021-06-25 11:00:00,1969.1,783.47,390.56,11,4,27.93,979.34,11.05
2021-06-25 12:00:00,1777.16,791.49,99.67,12,4,28.85,989.36,7.01
2021-06-25 13:00:00,1709.42,802.23,29.36,13,4,30.41,1002.78,4.66
2021-06-25 14:00:00,1494.86,695.26,0.0,14,4,32.39,869.08,2.38
2021-06-25 15:00:00,1420.64,587.38,50.48,15,4,31.32,734.22,5.59
2021-06-25 16:00:00,1542.96,401.91,195.58,16,4,30.77,502.39,8.78
2021-06-25 17:00:00,1815.53,222.4,29.69,17,4,32.09,278.0,4.68
2021-06-25 18:00:00,2134.06,62.4,15.91,18,4,32.27,78.0,3.8
2021-06-25 19:00:00,2425.78,0.0,30.74,19,4,31.53,0.0,4.74
2021-06-25 20:00:00,2719.46,0.0,31.51,20,4,29.55,0.0,4.78
2021-06-25 21:00:00,2749.15,0.0,24.27,21,4,28.87,0.0,4.38
2021-06-25 22:00:00,2492.31,0.0,113.0,22,4,28.48,0.0,7.31
2021-06-25 23:00:00,1993.46,0.0,96.05,23,4,27.99,0.0,6.92
2021-06-26 00:00:00,1567.36,0.0,217.83,0,5,27.3,0.0,9.1
2021-06-26 01:00:00,1112.71,0.0,266.53,1,5,24.85,0.0,9.73
2021-06-26 02:00:00,966.38,0.0,292.76,2,5,25.87,0.0,10.04
2021-06-26 03:00:00,839.41,0.0,230.78,3,5,27.53,0.0,9.27
2021-06-26 04:00:00,693.36,0.0,219.48,4,5,26.18,0.0,9.12
2021-06-26 05:00:00,919.56,0.0,424.55,5,5,26.4,0.0,11.36
2021-06-26 06:00:00,1258.14,0.0,347.93,6,5,27.01,0.0,10.63
2021-06-26 07:00:00,1638.3,235.71,142.89,7,5,26.52,294.63,7.9
2021-06-26 08:00:00,2160.54,389.68,500.0,8,5,26.73,487.1,12.46
2021-06-26 09:00:00,2218.57,538.0,237.49,9,5,26.23,672.51,9.36
2021-06-26 10:00:00,2131.27,609.41,87.71,10,5,28.47,761.76,6.72
2021-06-26 11:00:00,1998.06,831.34,200.58,11,5,29.06,1039.18,8.85
2021-06-26 12:00:00,1834.62,801.99,19.76,12,5,29.9,1002.48,4.09
2021-06-26 13:00:00,1726.54,783.56,0.0,13,5,31.22,979.45,2.22
2021-06-26 14:00:00,1544.24,668.76,26.57,14,5,30.31,835.95,4.51
2021-06-26 15:00:00,1360.25,608.97,43.86,15,5,31.28,761.21,5.33
2021-06-26 16:00:00,1558.83,393.22,18.2,16,5,30.32,491.53,3.98
2021-06-26 17:00:00,1851.56,148.55,22.66,17,5,31.34,185.69,4.28
2021-06-26 18:00:00,2130.57,47.91,80.29,18,5,30.91,59.89,6.52
2021-06-26 19:00:00,2340.5,0.0,48.89,19,5,29.2,0.0,5.53
2021-06-26 20:00:00,2626.73,0.0,0.0,20,5,30.42,0.0,2.76
2021-06-26 21:00:00,2783.51,0.0,57.12,21,5,28.54,0.0,5.82
2021-06-26 22:00:00,2513.69,0.0,104.39,22,5,27.92,0.0,7.12
2021-06-26 23:00:00,1979.52,0.0,369.69,23,5,26.55,0.0,10.85
2021-06-27 00:00:00,1563.09,0.0,364.8,0,6,26.39,0.0,10.8
2021-06-27 01:00:00,1147.84,0.0,222.47,1,6,26.23,0.0,9.16
2021-06-27 02:00:00,990.72,0.0,467.89,2,6,25.69,0.0,11.74
2021-06-27 03:00:00,832.74,0.0,500.0,3,6,25.87,0.0,13.28
2021-06-27 04:00:00,720.85,0.0,476.27,4,6,24.35,0.0,11.81
2021-06-27 05:00:00,873.31,0.0,286.78,5,6,24.56,0.0,9.97
2021-06-27 06:00:00,1271.78,19.38,500.0,6,6,27.51,24.22,12.77
2021-06-27 07:00:00,1697.15,192.6,277.58,7,6,24.24,240.75,9.86
2021-06-27 08:00:00,2140.71,349.49,237.94,8,6,25.24,436.86,9.37
2021-06-27 09:00:00,2280.69,527.52,103.56,9,6,26.14,659.4,7.1
2021-06-27 10:00:00,2062.83,690.16,183.78,10,6,27.08,862.71,8.6
2021-06-27 11:00:00,1940.0,842.47,125.88,11,6,27.77,1053.09,7.58
2021-06-27 12:00:00,1813.0,844.03,72.14,12,6,28.99,1055.03,6.29
2021-06-27 13:00:00,1715.85,797.88,61.58,13,6,29.83,997.35,5.97
2021-06-27 14:00:00,1551.89,633.95,52.84,14,6,29.78,792.44,5.67
2021-06-27 15:00:00,1425.36,551.53,0.0,15,6,31.06,689.41,2.29
2021-06-27 16:00:00,1554.32,454.14,35.12,16,6,30.79,567.67,4.95
2021-06-27 17:00:00,1856.94,138.76,163.87,17,6,30.74,173.45,8.27
2021-06-27 18:00:00,2134.11,5.63,60.33,18,6,31.55,7.04,5.93
2021-06-27 19:00:00,2373.62,0.0,152.94,19,6,30.07,0.0,8.09
2021-06-27 20:00:00,2595.59,0.0,38.39,20,6,28.08,0.0,5.1
2021-06-27 21:00:00,2783.99,0.0,92.59,21,6,30.34,0.0,6.84
2021-06-27 22:00:00,2455.5,0.0,136.06,22,6,28.63,0.0,7.78
2021-06-27 23:00:00,1967.58,0.0,295.45,23,6,27.93,0.0,10.07
2021-06-28 00:00:00,1582.42,0.0,92.7,0,0,26.37,0.0,6.84
2021-06-28 01:00:00,1088.24,0.0,351.49,1,0,26.1,0.0,10.67
2021-06-28 02:00:00,978.95,0.0,283.64,2,0,24.91,0.0,9.93
2021-06-28 03:00:00,832.01,0.0,317.45,3,0,24.86,0.0,10.31
2021-06-28 04:00:00,683.35,0.0,374.03,4,0,24.21,0.0,10.89
2021-06-28 05:00:00,902.06,0.0,500.0,5,0,26.2,0.0,12.51
2021-06-28 06:00:00,1243.55,19.59,224.41,6,0,24.0,24.49,9.19
2021-06-28 07:00:00,1643.81,194.53,353.87,7,0,27.36,243.17,10.69
2021-06-28 08:00:00,2125.02,375.77,306.3,8,0,25.34,469.71,10.19
2021-06-28 09:00:00,2190.42,506.29,78.42,9,0,27.34,632.87,6.47
2021-06-28 10:00:00,2150.04,697.37,100.53,10,0,29.19,871.71,7.03
2021-06-28 11:00:00,2009.96,819.34,146.99,11,0,28.03,1024.18,7.98
2021-06-28 12:00:00,1796.84,781.88,41.21,12,0,30.6,977.35,5.22
2021-06-28 13:00:00,1729.5,801.12,158.0,13,0,31.14,1001.4,8.17
2021-06-28 14:00:00,1496.93,680.8,23.96,14,0,30.32,851.0,4.36
2021-06-28 15:00:00,1441.11,500.93,64.06,15,0,29.84,626.16,6.05
2021-06-28 16:00:00,1568.42,347.21,0.0,16,0,30.98,434.01,2.8
2021-06-28 17:00:00,1818.98,170.53,13.48,17,0,30.58,213.16,3.6
2021-06-28 18:00:00,2056.94,8.39,23.24,18,0,31.14,10.49,4.31
2021-06-28 19:00:00,2404.99,0.0,58.56,19,0,29.85,0.0,5.87
2021-06-28 20:00:00,2586.87,0.0,328.45,20,0,29.37,0.0,10.43
2021-06-28 21:00:00,2798.92,0.0,101.41,21,0,28.63,0.0,7.05
2021-06-28 22:00:00,2568.31,0.0,357.22,22,0,27.88,0.0,10.73
2021-06-28 23:00:00,1910.92,0.0,267.67,23,0,27.83,0.0,9.74
2021-06-29 00:00:00,1528.11,0.0,151.59,0,1,27.26,0.0,8.06
2021-06-29 01:00:00,1105.93,0.0,410.28,1,1,24.39,0.0,11.23
2021-06-29 02:00:00,981.49,0.0,315.47,2,1,27.48,0.0,10.29
2021-06-29 03:00:00,822.14,0.0,372.35,3,1,24.14,0.0,10.88
2021-06-29 04:00:00,691.88,0.0,186.16,4,1,24.65,0.0,8.63
2021-06-29 05:00:00,878.64,0.0,299.14,5,1,26.88,0.0,10.11
2021-06-29 06:00:00,1240.98,0.0,449.47,6,1,26.89,0.0,11.58
2021-06-29 07:00:00,1652.95,199.09,477.02,7,1,25.38,248.86,11.81
2021-06-29 08:00:00,2112.57,347.96,141.04,8,1,26.71,434.95,7.87
2021-06-29 09:00:00,2217.91,550.68,194.98,9,1,27.19,688.36,8.77
2021-06-29 10:00:00,2103.84,630.5,96.39,10,1,27.56,788.12,6.93
2021-06-29 11:00:00,2015.04,819.41,162.45,11,1,30.01,1024.27,8.25
2021-06-29 12:00:00,1776.07,830.17,59.09,12,1,31.79,1037.71,5.89
2021-06-29 13:00:00,1725.77,790.8,30.45,13,1,29.98,988.5,4.72
2021-06-29 14:00:00,1569.93,684.85,12.68,14,1,30.4,856.07,3.53
2021-06-29 15:00:00,1397.25,513.06,60.54,15,1,30.67,641.32,5.94
2021-06-29 16:00:00,1525.16,491.14,62.59,16,1,30.72,613.93,6.0
2021-06-29 17:00:00,1823.63,249.95,9.4,17,1,31.29,312.44,3.19
2021-06-29 18:00:00,2097.09,76.45,22.33,18,1,32.35,95.56,4.26
2021-06-29 19:00:00,2395.95,0.0,85.83,19,1,29.93,0.0,6.67
2021-06-29 20:00:00,2738.68,0.0,33.97,20,1,32.69,0.0,4.9
2021-06-29 21:00:00,2882.3,0.0,38.75,21,1,27.93,0.0,5.12
2021-06-29 22:00:00,2470.72,0.0,60.35,22,1,27.72,0.0,5.93
